# number of points, 
# length of the boundary of convex hull, 
# number of empty triangles, 
# number of triangulations
13,7,162,55103
13,7,145,89406
7,5,27,26
8,5,37,79
11,6,113,1757
5,4,8,3
5,4,8,3
7,5,26,22
13,6,173,30173
5,5,10,5
6,4,15,7
7,5,24,25
11,6,91,3336
3,3,1,1
5,4,8,3
8,5,39,73
6,5,16,10
10,6,76,689
10,6,78,960
7,6,29,32
7,4,23,19
10,7,72,1549
13,7,156,61487
10,5,63,1262
10,6,75,867
8,5,36,93
9,6,57,212
10,6,71,1033
7,6,31,28
4,3,3,1
5,4,8,3
12,7,122,21690
9,6,57,290
10,5,69,772
6,4,15,6
12,7,116,23152
7,4,24,19
11,7,100,4330
10,6,68,1091
14,5,173,660704
11,7,103,3552
9,6,55,251
9,5,52,190
11,5,90,3860
13,6,169,52230
8,5,37,63
9,7,58,379
10,5,71,797
8,6,40,105
13,8,189,31856
4,4,4,2
4,4,4,2
5,4,8,3
5,4,8,3
5,4,8,3
5,5,10,5
6,5,17,9
6,4,15,6
6,5,17,9
6,5,16,10
6,6,20,14
6,5,17,9
6,4,14,8
6,3,13,6
6,6,20,14
6,5,15,11
6,6,20,14
6,5,17,9
6,5,17,9
6,6,20,14
6,5,16,10
6,5,16,10
6,4,14,7
6,5,17,9
6,5,17,9
6,5,17,9
6,5,16,10
6,5,16,10
6,5,16,10
6,6,20,14
6,3,13,5
6,5,16,10
6,5,17,9
6,6,20,14
6,5,17,9
6,5,17,9
6,6,20,14
6,5,17,9
6,3,13,6
6,5,16,10
6,6,20,14
6,6,20,14
6,5,17,9
6,6,20,14
6,4,14,7
6,4,15,6
6,5,17,9
6,4,15,6
6,5,17,9
6,4,15,6
6,5,17,9
6,5,16,10
6,4,15,7
6,4,14,6
6,4,14,6
6,5,17,9
6,5,17,9
6,5,16,10
6,6,20,14
6,5,16,10
6,4,14,8
6,4,14,6
6,5,16,10
6,4,14,7
6,4,15,6
6,4,14,8
6,4,15,6
6,5,16,10
6,5,15,11
6,4,14,7
6,4,15,7
6,4,14,8
6,4,15,6
6,4,14,7
6,6,20,14
6,4,15,7
6,4,14,7
6,6,20,14
6,6,20,14
6,5,17,9
6,5,17,9
6,5,15,11
6,5,17,9
6,5,17,9
6,5,16,10
6,6,20,14
6,5,16,10
6,6,20,14
6,4,14,8
6,6,20,14
6,4,14,7
6,5,17,9
6,5,16,10
6,5,17,9
